"","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Comp","Pass.Yard","Pass.TD","Pass.Int","Pass.Conv","Kickoff.Ret","Kickoff.Ret.Yard","Kickoff.Ret.TD","Punt.Ret","Punt.Ret.Yard","Punt.Ret.TD","Fum.Ret","Fum.Ret.Yard","Fum.Ret.TD","Int.Ret","Int.Ret.Yard","Int.Ret.TD","Misc.Ret","Misc.Ret.Yard","Misc.Ret.TD","Field.Goal.Att","Field.Goal.Made","Off.XP.Kick.Att","Off.XP.Kick.Made","Off.2XP.Att","Off.2XP.Made","Def.2XP.Att","Def.2XP.Made","Safety","Punt","Punt.Yard","Kickoff","Kickoff.Yard","Kickoff.Touchback","Kickoff.Out.Of.Bounds","Kickoff.Onside","Fumble","Fumble.Lost","Tackle.Solo","Tackle.Assist","Tackle.For.Loss","Tackle.For.Loss.Yard","Sack","Sack.Yard","QB.Hurry","Fumble.Forced","Pass.Broken.Up","Kick.Punt.Blocked","X1st.Down.Rush","X1st.Down.Pass","X1st.Down.Penalty","Time.Of.Possession","Penalty","Penalty.Yard","Third.Down.Att","Third.Down.Conv","Fourth.Down.Att","Fourth.Down.Conv","Red.Zone.Att","Red.Zone.TD","Red.Zone.Field.Goal"
"Kickoff.Ret.Yard",-0.234461034917473,-0.257414198340602,-0.273666120049994,0.15263175484118,0.0619805749382514,-0.0129210994788715,-0.100014828407985,0.280501384140579,0.0441583619292868,0.918895139132391,1,0.24139763728444,-0.367088752758453,-0.350246439183415,-0.184001297712256,-0.109898313382037,-0.0863994432473254,-0.13147412088547,-0.330525995650742,-0.243420733697176,-0.209916548921469,0.00405434537239316,0.0313885867371113,0.014066032901362,-0.207207389026074,-0.246447966362779,-0.272360933233753,-0.274935254886355,0.0386150311008759,0.00804156041834068,0.0931637983714516,0.0545996876388551,-0.0891925498589056,0.255678854293896,0.242052470901502,-0.332000138796689,-0.321468723993563,-0.420549187781274,0.0847348107724248,0.230509600920795,0.135985498386172,0.124421253562662,0.198957402466137,0.078249562207357,-0.306954922583174,-0.358580637705874,-0.413924161601777,-0.395898492887252,-0.138259467912766,-0.0715312964728645,-0.28920603060857,0.0166710051445358,-0.260957700553502,-0.0135825015937721,0.130156776854767,-0.23912826624738,0.135449491516641,0.159369534028368,0.10913674063451,-0.210932937136699,0.213286198898002,0.0420113560598103,-0.310683799919132,-0.272781595775695,-0.262525913567439
"Kickoff.Ret.TD",0.00861908460348701,0.0637200073782395,0.117456981493339,-0.0160184680464386,0.0039750402130944,0.0452957859661109,0.0821675119847283,-0.0747433067364251,0.108727616861825,0.0306596056241662,0.24139763728444,1,0.0480978951386317,0.0822710879520938,0.111877793364488,-0.0685898455715692,-0.056323923511076,-0.0161662521717543,0.129544251397319,0.123363129247482,0.0877805013774872,0.00980016666321528,-0.0263172260152325,-0.0175645440355119,0.0880650763989077,0.0697929237920084,0.187870985719528,0.184186748159765,0.0820306465531743,0.115197296064036,0.00315700428078434,0.0289578719272781,0.0298329223892163,-0.0590106990935069,-0.055993669708577,0.20431973094545,0.213657874698124,0.0387888811008621,0.0112169260735134,-0.0315452301580172,0.0130038412602875,0.012780678554124,0.118437982743985,-0.00201379668665251,0.140943400050858,0.119720761041791,0.0938946705209366,0.088374531585533,0.0838611997368287,0.0234571224578674,0.127337821739546,0.0493586067540818,0.0262236651754732,0.0340618816509568,-0.040183626622548,-0.0942952300268804,0.0284629685658385,0.0174047167502051,-0.090080247760567,-0.0104245534777118,-0.0879151366083245,-0.0502620366291554,0.0940972128807335,0.0872941195900821,0.0672230414609817
"Punt.Ret",0.031486337154612,0.0810539558766591,0.181911928901336,-0.0194403006825171,0.0104712152232569,0.0632023447433402,0.143057106923465,-0.114232033806785,0.00832464954912488,-0.452160848734574,-0.367088752758453,0.0480978951386317,1,0.821303945853223,0.362689196066758,0.0523387220453502,-0.0318771027653149,0.0707993952534858,0.410453319448567,0.289083143386696,0.2506978838245,0.0379162318166409,0.0484135520279631,0.0509053107593054,0.333923177352424,0.33510888456876,0.2651971307474,0.271403186954113,-0.0339332162764745,-0.0010806190996393,-0.0494844370115436,-0.00593583222265682,0.193677111373752,-0.12546945725365,-0.105326676914465,0.365505819207418,0.384410217680038,0.178274296641769,-0.0134961463359307,-0.282958964616987,0.108724903189793,0.0440828747163083,-0.10204081565488,-0.170107968156986,0.49589797124724,0.530201039433391,0.528986171724445,0.523184652729359,0.0954420988428087,0.0552471755853837,0.415350045286031,0.101425026281249,0.0597649546747503,0.062576716143961,-0.12400685514085,0.085316659471398,0.199181978687509,0.169963202696994,-0.121262279984886,0.0056004893777084,-0.273541861350162,-0.161005239999579,0.305333674071348,0.234066623632435,0.311854290706322
"Punt.Ret.Yard",0.0631641018078447,0.131259182495382,0.272341922473129,-0.0528884848946937,0.00540213003567773,0.0656327405040459,0.14795952955432,-0.186128148927907,0.0305066482777268,-0.443531918415887,-0.350246439183415,0.0822710879520938,0.821303945853223,1,0.614484318076294,0.0536309565211313,-0.0146773603089512,0.0924826429727407,0.412761433848709,0.312812716992187,0.290514348987647,0.0287829058282223,0.0383639337200541,0.0585001304289351,0.340048895145276,0.364411547847436,0.345822898590452,0.352030590244915,0.00352936827035711,0.0504052215617347,0.00420916430215751,0.0476107789905771,0.138305246347731,-0.225300254224461,-0.188656340023858,0.450028332952439,0.461439526786511,0.185517006270558,0.002376696984497,-0.245674488440647,0.0243297768751402,-0.00990664182553541,-0.0958676689611043,-0.126402905731304,0.402664214616225,0.440279566339172,0.464851632024554,0.448376053854208,0.0953214899788645,0.0430316646799416,0.424455321279744,0.156905716397554,0.114287263602735,0.061506924517105,-0.114973351626341,0.0748611420058449,0.139242182440033,0.129663465449686,-0.195962032965862,0.0143758041986246,-0.234298841212658,-0.106466912548494,0.349751104200307,0.284150166439614,0.34219503872569
"Punt.Ret.TD",0.0256003833234668,0.0817210270228593,0.162816081242192,-0.0605546486437633,-0.0386108477881087,0.00943143550643857,0.036041109874417,-0.0664375686534788,0.0446350670593289,-0.22972333830034,-0.184001297712256,0.111877793364488,0.362689196066758,0.614484318076294,1,0.0409300450077405,-0.0546444675883631,0.050447979191441,0.228349218108763,0.202776688983209,0.211114236757155,0.0229568478745203,0.0538533314361707,0.0700549376435271,0.20825920046109,0.236278890213943,0.213466775687477,0.222218283742951,0.0519727908433703,0.0954302689651497,0.0328419672434793,0.0134803766015213,0.0440156031565642,-0.113810919833058,-0.0862212347768596,0.285898123345373,0.28813576095732,0.103242419211201,0.0350522102197143,-0.0765260890218099,-0.0417352957015205,-0.0149653972798821,-0.0557375105885245,-0.0454444095637575,0.26163605151231,0.260675208730388,0.249404419695253,0.240301888147428,0.0982124513046628,0.0151794886340118,0.21953613309837,0.24799111127986,0.0561250862211431,-0.00350304203235493,-0.0482083536080813,-0.00582949692916433,0.0825804308270864,0.0484826902436373,-0.165780105254731,-0.0861356911326217,-0.126599668751797,-0.067805073502557,0.14168926054435,0.113553305009809,0.19890708884995
"Fum.Ret",-0.0236492736126869,-0.00869579634979764,0.0309718312524416,0.0244572315053312,0.0318818981212814,0.0584245442618531,0.058264914700867,-0.0414946346965596,-0.058032967683134,-0.112707788417504,-0.109898313382037,-0.0685898455715692,0.0523387220453502,0.0536309565211313,0.0409300450077405,1,0.681306190777122,0.533423585418583,0.0522120917420748,0.0745818417215867,0.0355217768203821,-0.0499565437136208,0.0377364465919954,0.0749925031502087,0.150203354153714,0.144617216444711,0.0863253605654554,0.092555474956758,0.013310921545782,-0.0299704053696513,0.0112777554841375,0.0327705536837888,0.0126228105792923,-0.0689397439366192,-0.0291616723276112,0.122542014294993,0.120447704961727,0.171483273591522,0.0406294839356635,-0.0262851879605805,0.0826139860853467,0.0754571230796264,0.140434897494516,-0.155910895577622,0.110681215730002,0.130784453949907,0.12555813491386,0.12171861974447,0.0863388358107149,0.299661054555851,0.063845200138818,-0.0188298010013919,-0.00248433064495716,0.0395038257279897,0.0430859286040304,-0.00743215555426505,0.076265285848647,0.0774459263509286,-0.0423066169718565,-8.45923140131178e-05,-0.0526294474646496,-0.0213037827019166,0.0897812197591785,0.0589105894333981,0.128527026199273
"Fum.Ret.Yard",0.0240458373377452,0.0273776625305862,0.031003289241447,-0.00238873667010649,0.016558755247868,0.0133959682849022,0.023220181960232,-0.0618857989442577,-0.0814120149309169,-0.0714786388838151,-0.0863994432473254,-0.056323923511076,-0.0318771027653149,-0.0146773603089512,-0.0546444675883631,0.681306190777122,1,0.635446334719026,-0.000585704269226233,-0.00455521215720295,-0.0317008059960025,-0.0183104689884317,0.000490283898597003,0.0467501567383394,0.100344542028109,0.0889831527585334,0.0607780141663998,0.0607719146585646,7.05719386492906e-05,-0.032026580627305,-0.0458760918578557,0.0237113268930673,0.00343458116086126,-0.0739265712658736,-0.0545159838320918,0.0758531219230882,0.0752709825917041,0.13124708224046,-0.00408314449938035,-0.0145834889350563,0.0593902011828759,0.0578586938162318,0.105886755793455,-0.0709724645454194,0.0333253667945337,0.0452808554023773,0.064767132764419,0.0499419132834579,-0.00130085580366094,0.226553219587584,0.00903589965246459,-0.0563229432499446,0.0411706798000676,-0.00613432592771619,0.0371139113138889,-0.0235384679510094,-0.000137340266133473,0.0101518436851283,0.00350252919280389,0.0387200874131466,0.0407855343188558,0.0674316409417995,0.0502948878246357,0.0275256581679801,0.0940124258876145
"Fum.Ret.TD",0.0311270542386152,0.0113140097432796,0.031554400218744,-0.0264407010558736,-0.00319559125869324,-0.00561684791364369,0.014089464925279,-0.0809806018844026,-0.0766397639724461,-0.157058127426001,-0.13147412088547,-0.0161662521717543,0.0707993952534858,0.0924826429727407,0.050447979191441,0.533423585418583,0.635446334719026,1,0.0777583256107272,0.0246529568452934,0.0130371611603175,0.0203633385523084,0.0482488492119452,0.0677462005844624,0.0979746086281482,0.115287422208041,0.0904641750846169,0.0899486447865306,-0.0270479060023096,-0.0360851124333922,0.0603724532901615,0.0414931149790559,-0.00592736524390804,-0.0126289436561912,0.00457756203335031,0.112731039503195,0.118132396891037,0.150351374534195,0.0184105781383883,-0.0220969701797427,0.0107888609718777,0.0325784925469159,0.0347410061354628,-0.0972010534941476,0.130905027333502,0.150479558029737,0.148406924367852,0.146153614425279,0.000600922846596976,0.235596389114883,0.0716346569394127,0.0690788724080571,0.0164005119495655,-0.0158989402022807,0.0185401347474099,0.0440128353730961,0.00664525588302495,0.0441458772693553,0.00265654506111142,0.0104923715163881,-0.0474574068716657,0.0170006325981873,0.0354229612667468,0.0259392504245724,0.0900807567315604
"Int.Ret",0.0649193438426121,0.0979780452507725,0.202360657282854,0.0111019201511662,0.0621327280312693,0.120353309963758,0.209518250664998,-0.180258734751123,0.00556569619115843,-0.402937072696662,-0.330525995650742,0.129544251397319,0.410453319448567,0.412761433848709,0.228349218108763,0.0522120917420748,-0.000585704269226233,0.0777583256107272,1,0.721901854372388,0.47909736087079,-0.0132592737738206,0.009711546628931,-0.00789331062303394,0.307914780261449,0.296562243124159,0.334930052272132,0.333508906069616,-0.0289938860224557,0.00624904054067191,0.00214789253185553,0.0521273308646826,0.118181599315107,-0.134983908870321,-0.123063358115892,0.416984567346903,0.399286086362327,0.116069249153788,0.0514474036687616,-0.246207703465025,0.0072191269655154,-0.0330785696111317,0.0383203735665392,-0.123736643519423,0.348606833248516,0.364792718115595,0.349104412456394,0.346031387217502,0.162824056873401,0.0363058522722042,0.385560110232065,0.0132982953843685,0.0866094581821348,0.102218337746946,-0.0591798266888686,0.0433190481616913,0.087710713213863,0.0733261069011863,-0.0684705647928307,0.0626647976191229,-0.208330714251097,-0.103108671158412,0.343323532964646,0.269881664713616,0.310392633398642
"Int.Ret.Yard",0.0288435854801048,0.0712654413910454,0.155995608042713,0.0121141435477744,0.0527105968505535,0.110296983647775,0.174523899225854,-0.104908101457466,0.0186367343557069,-0.303287156834933,-0.243420733697176,0.123363129247482,0.289083143386696,0.312812716992187,0.202776688983209,0.0745818417215867,-0.00455521215720295,0.0246529568452934,0.721901854372388,1,0.684414299900584,-0.038070414322931,-0.0365143445527069,-0.0425666119090907,0.257880628311933,0.26649948640026,0.291046164666867,0.292759537811114,-0.0115554267167646,0.0102731407430779,-0.00950563080510412,0.0378509504768523,0.130973314225649,-0.142327984460107,-0.122512590920862,0.36565217878177,0.349993282842,0.0930073933743482,0.0301377310136999,-0.213202265928868,0.0205897539053923,-0.0164681554537689,0.0750643564161044,-0.116419201209665,0.273818785921344,0.286485599774343,0.248736455188533,0.254828738507344,0.166934215605828,0.0108601623003509,0.306480058078202,-0.00706524738383107,0.0651400504446627,0.0825754866391747,-0.0542077204770635,-0.0297647133586643,0.0400795189193993,0.0330075312992158,-0.0958530672532461,0.0264654128747885,-0.171931161178255,-0.0973027387581843,0.266418497204647,0.193270019382273,0.278412034237953
"Int.Ret.TD",0.0531618299593683,0.0906875854163175,0.147371903350622,-0.00124813273189865,0.0404629781110872,0.0883389372594878,0.147703046449905,-0.113057257210114,0.018114538477986,-0.268933169072326,-0.209916548921469,0.0877805013774872,0.2506978838245,0.290514348987647,0.211114236757155,0.0355217768203821,-0.0317008059960025,0.0130371611603175,0.47909736087079,0.684414299900584,1,-0.000471912845453688,0.0289078310286294,0.0114224307166458,0.148895695594741,0.178140268564575,0.289108572339099,0.288221932837838,0.0241459952979804,0.00612107216928302,0.0386066971558414,0.0527058596221845,0.0990550373358658,-0.0998122916930955,-0.0803335120554203,0.335482745131505,0.325049701494099,0.0854938610397939,0.0199695210417859,-0.150467675339464,-0.00308753422263107,-0.012059257000676,0.0555624832708138,-0.12718381772757,0.274272436270858,0.270555227170352,0.246885705453436,0.245096445154423,0.135478135222832,0.0577164125506642,0.261688678680817,0.0858716754902759,0.0808599024686027,0.0702834445571886,-0.0302232988139472,0.0228306981088447,0.0695657286480192,0.0524838480041006,-0.0777138850395504,0.0271979529717746,-0.118905742354335,-0.0359495178782709,0.199441584573019,0.16950277721208,0.163406745312743
"Misc.Ret",-0.0361324766677188,-0.034235520440006,-0.0167893809337779,-0.0249797826913066,-0.0353324909032531,-0.0340258721434904,-0.00836254599743583,0.0239612787140171,-0.0146155374859951,-0.0172257862606467,0.00405434537239316,0.00980016666321528,0.0379162318166409,0.0287829058282223,0.0229568478745203,-0.0499565437136208,-0.0183104689884317,0.0203633385523084,-0.0132592737738206,-0.038070414322931,-0.000471912845453688,1,0.49588864289035,0.357446396554955,-0.111114280727417,-0.0979604050497897,-0.00645639850006704,-0.0117178838572112,-0.0204093766343322,-0.0443890976702866,0.172493619856302,0.0765339785844529,-0.0460259694760322,0.0686781532769162,0.0593935015875056,-0.0437766478166188,-0.0427235761335042,-0.0374455746020301,0.00941186822548045,0.0392929410603364,-0.00207111284965367,0.0666776619402642,-0.0465568139963409,0.0933002071408338,0.0053943511611514,0.00160459709998679,0.0112229672022516,-0.00135930147106275,-0.000919085267985831,0.0339254535110319,0.0676675473861144,0.67100437940188,-0.0540134076459336,-0.0362974508065907,-0.0518423209196743,-0.0399301391908672,0.0791113584552925,0.0573330808033509,-0.0308991928055444,-0.0769910528152348,0.0157491421948732,0.0368632363922227,-0.0612811080522417,-0.0324578253725947,-0.0850302569256003
