Game Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site,Home Rush Att,Home Rush Yard,Home Rush TD,Home Pass Att,Home Pass Comp,Home Pass Yard,Home Pass TD,Home Pass Int,Home Pass Conv,Home Kickoff Ret,Home Kickoff Ret Yard,Home Kickoff Ret TD,Home Punt Ret,Home Punt Ret Yard,Home Punt Ret TD,Home Fum Ret,Home Fum Ret Yard,Home Fum Ret TD,Home Int Ret,Home Int Ret Yard,Home Int Ret TD,Home Misc Ret,Home Misc Ret Yard,Home Misc Ret TD,Home Field Goal Att,Home Field Goal Made,Home Off XP Kick Att,Home Off XP Kick Made,Home Off 2XP Att,Home Off 2XP Made,Home Def 2XP Att,Home Def 2XP Made,Home Safety,Home Points,Home Punt,Home Punt Yard,Home Kickoff,Home Kickoff Yard,Home Kickoff Touchback,Home Kickoff Out-Of-Bounds,Home Kickoff Onside,Home Fumble,Home Fumble Lost,Home Tackle Solo,Home Tackle Assist,Home Tackle For Loss,Home Tackle For Loss Yard,Home Sack,Home Sack Yard,Home QB Hurry,Home Fumble Forced,Home Pass Broken Up,Home Kick/Punt Blocked,Home 1st Down Rush,Home 1st Down Pass,Home 1st Down Penalty,Home Time Of Possession,Home Penalty,Home Penalty Yard,Home Third Down Att,Home Third Down Conv,Home Fourth Down Att,Home Fourth Down Conv,Home Red Zone Att,Home Red Zone TD,Home Red Zone Field Goal,Away Rush Att,Away Rush Yard,Away Rush TD,Away Pass Att,Away Pass Comp,Away Pass Yard,Away Pass TD,Away Pass Int,Away Pass Conv,Away Kickoff Ret,Away Kickoff Ret Yard,Away Kickoff Ret TD,Away Punt Ret,Away Punt Ret Yard,Away Punt Ret TD,Away Fum Ret,Away Fum Ret Yard,Away Fum Ret TD,Away Int Ret,Away Int Ret Yard,Away Int Ret TD,Away Misc Ret,Away Misc Ret Yard,Away Misc Ret TD,Away Field Goal Att,Away Field Goal Made,Away Off XP Kick Att,Away Off XP Kick Made,Away Off 2XP Att,Away Off 2XP Made,Away Def 2XP Att,Away Def 2XP Made,Away Safety,Away Points,Away Punt,Away Punt Yard,Away Kickoff,Away Kickoff Yard,Away Kickoff Touchback,Away Kickoff Out-Of-Bounds,Away Kickoff Onside,Away Fumble,Away Fumble Lost,Away Tackle Solo,Away Tackle Assist,Away Tackle For Loss,Away Tackle For Loss Yard,Away Sack,Away Sack Yard,Away QB Hurry,Away Fumble Forced,Away Pass Broken Up,Away Kick/Punt Blocked,Away 1st Down Rush,Away 1st Down Pass,Away 1st Down Penalty,Away Time Of Possession,Away Penalty,Away Penalty Yard,Away Third Down Att,Away Third Down Conv,Away Fourth Down Att,Away Fourth Down Conv,Away Red Zone Att,Away Red Zone TD,Away Red Zone Field Goal,Attendance,Duration,Stadium,City,State,Capacity,Surface,Year Opened,Home Team Name,Home Conference Code,Away Team Name,Away Conference Code,Home Conference,Home Subdivision,Away Conference,Away Subdivision,Home Win
786038820050901,09/01/2005,786,388,142,Home,30,103,1,40,26,313,3,1,0,4,81,0,5,52,0,2,75,1,1,0,0,0,0,0,2,1,4,3,1,0,0,0,0,36,4,133,7,441,3,0,0,1,1,28,58,5.0,22,2.0,11,3,4,5,0,5,17,2,1782,1,5,11,3,0,0,3,2,1,37,155,1,35,18,204,2,1,0,4,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,224,5,317,0,1,0,4,2,0,0,0.0,0,0.0,0,0,0,0,0,10,11,0,1818,4,18,13,6,0,0,4,3,0,25102,205.0,Joan Edwards Stadium,Huntington,WV,38016,FieldTurf,1991,Marshall,24312,William & Mary,820,Conference USA,FBS,Atlantic 10,FCS,1
29073220050902,09/02/2005,29,732,135,Home,38,226,1,31,19,220,1,0,0,2,36,0,3,29,0,0,0,0,2,24,1,0,0,0,2,2,3,3,0,0,0,0,0,27,7,255,6,363,3,0,0,1,1,33,42,6.0,28,2.0,15,0,1,2,0,9,9,1,1869,7,64,16,5,2,1,1,0,1,33,104,1,42,24,287,2,2,0,3,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,255,5,325,3,0,0,2,2,32,44,6.0,12,0.0,0,0,0,4,0,7,15,3,1731,7,50,14,6,1,1,3,2,1,45528,217.0,Rice Eccles Stadium,Salt Lake City,UT,45017,FieldTurf,1927,Utah,5486,Arizona,905,Mountain West Conference,FBS,Pacific-10 Conference,FBS,1
306012920050902,09/02/2005,306,129,70,Home,32,167,1,36,18,216,0,0,0,2,43,0,3,11,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,1,0,0,13,11,390,4,157,0,0,0,1,0,53,20,10.0,51,3.0,30,0,2,6,1,8,6,1,1536,7,64,18,3,0,0,1,0,1,45,109,0,35,17,276,3,1,0,3,69,0,4,25,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,20,10,403,4,212,0,1,0,2,0,43,18,9.0,46,2.0,28,0,1,3,0,9,9,2,2064,10,78,17,3,1,1,5,1,0,22212,232.0,Kelly/Shorts Stadium,Mount Pleasant,MI,30199,FieldTurf,1972,Central Michigan,875,Indiana,827,Mid-American Conference,FBS,Big Ten Conference,FBS,0
9069420050903,09/03/2005,9,694,114,Home,35,138,0,38,22,274,2,3,0,3,49,0,1,0,0,0,0,0,1,29,0,0,0,0,2,1,2,2,0,0,0,0,0,17,1,38,4,243,0,0,0,0,0,50,19,4.0,13,1.0,8,3,1,4,0,10,13,1,1817,5,55,14,9,1,0,4,2,0,23,53,0,38,27,282,1,1,0,4,82,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,1,0,0,0,0,0,10,4,186,3,166,0,0,0,1,1,57,22,1.0,3,0.0,0,2,0,2,0,4,14,3,1783,9,50,12,5,1,0,2,0,0,107529,187.0,Neyland Stadium,Knoxville,TN,104079,Grass,1921,Tennessee,911,UAB,24312,Southeastern Conference,FBS,Conference USA,FBS,1
47031220050903,09/03/2005,47,312,41,Home,47,241,5,20,19,200,2,0,0,1,36,0,6,131,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,56,2,92,9,550,1,0,0,2,2,50,26,7.0,23,3.0,16,3,1,2,0,11,10,1,1835,1,5,10,6,2,1,6,6,0,34,51,0,23,11,93,0,0,0,8,107,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,454,1,57,0,0,0,1,1,65,33,9.0,15,2.0,5,0,2,0,0,4,3,0,1765,7,33,17,4,1,0,0,0,0,70585,170.0,Kinnick Stadium,Iowa City,IA,70000,Grass,1929,Iowa,827,Ball State,875,Big Ten Conference,FBS,Mid-American Conference,FBS,1
51066320050903,09/03/2005,51,663,122,Home,36,170,2,26,9,106,1,0,0,4,82,0,2,35,0,0,0,0,2,41,0,0,0,0,2,1,2,2,1,0,0,0,0,23,5,165,5,249,1,0,0,3,2,62,12,4.0,17,1.0,10,0,0,3,0,7,7,3,1366,2,20,12,1,4,2,4,2,1,45,215,3,40,23,198,0,2,1,4,54,0,4,0,0,0,0,0,0,0,0,1,-5,0,3,2,2,2,1,1,0,0,0,28,4,165,6,307,1,0,0,1,1,46,4,5.0,23,3.0,20,0,3,4,2,13,10,1,2234,10,76,18,9,1,0,6,3,1,29538,206.0,Gerald Ford Stadium,Dallas,TX,32000,A-Turf,2000,SMU,24312,Baylor,25354,Conference USA,FBS,Big 12 Conference,FBS,0
66025720050903,09/03/2005,66,257,36,Home,33,180,1,33,22,394,5,0,0,3,51,0,3,34,0,0,0,0,4,24,0,0,0,0,2,2,6,6,0,0,0,0,0,48,4,152,9,532,0,0,0,1,1,40,22,3.0,15,0.0,0,7,1,2,0,9,13,0,1931,8,65,12,5,0,0,4,3,1,35,169,2,25,13,123,0,4,0,9,201,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,5,232,3,183,0,0,0,3,2,44,22,2.0,4,0.0,0,0,1,0,0,10,7,0,1669,6,40,10,4,0,0,2,2,0,92746,198.0,Sanford Stadium,Athens,GA,92746,Grass,1929,Georgia,911,Boise State,923,Southeastern Conference,FBS,Western Athletic Conference,FBS,1
67007720050903,09/03/2005,67,77,134,Home,16,8,0,60,41,330,0,0,0,3,32,0,3,28,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,6,249,2,143,1,0,0,1,0,38,34,4.0,21,2.0,15,2,1,2,1,3,17,2,1859,10,85,16,4,2,0,3,0,1,31,133,0,35,27,232,2,0,0,1,16,0,1,24,0,0,0,0,0,0,0,1,14,0,2,2,2,2,0,0,0,0,0,20,5,176,5,307,2,0,0,1,1,45,28,6.0,27,2.0,18,0,0,6,1,10,11,1,1741,6,57,12,6,0,0,3,2,1,58108,207.0,LaVell Edwards Stadium,Provo,UT,65000,Grass,1964,BYU,5486,Boston College,821,Mountain West Conference,FBS,Atlantic Coast Conference,FBS,0
71079620050903,09/03/2005,71,796,141,Home,63,388,7,10,8,116,1,1,0,6,135,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,56,3,145,9,563,5,0,0,0,0,39,28,7.0,36,4.0,32,5,0,7,0,23,4,0,1999,9,72,11,6,2,2,7,7,0,29,73,1,52,30,458,5,1,1,4,66,0,2,49,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,1,0,0,0,42,5,191,7,317,0,0,0,0,0,47,40,5.0,10,0.0,0,0,0,0,0,7,18,3,1601,3,28,16,7,2,2,6,5,0,82138,215.0,Camp Randall Stadium,Madison,WI,79500,FieldTurf,1917,Wisconsin,827,Bowling Green,875,Big Ten Conference,FBS,Mid-American Conference,FBS,1
90071620050903,09/03/2005,90,716,4,Home,43,65,2,31,14,213,1,1,0,2,50,0,5,90,0,0,0,0,1,2,0,0,0,0,3,2,3,3,0,0,0,0,0,27,6,229,6,384,4,0,0,1,1,35,26,10.0,35,2.0,17,0,0,2,0,7,8,2,1910,6,54,19,9,1,1,4,2,2,36,71,1,16,10,68,0,1,0,2,42,0,3,33,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,10,8,388,3,194,1,0,0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,4,3,0,1690,6,39,12,1,3,1,2,1,1,18536,161.0,Movie Gallery Veterans Stadium,Troy,AL,30000,AstroPlay,1950,Troy,818,Cal Poly,99005,Sun Belt Conference,FBS,Ind,FCS,1
102010720050903,09/03/2005,102,107,12,Home,41,212,2,28,10,183,2,2,0,2,27,0,4,116,1,1,9,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,41,7,283,8,479,3,0,0,5,2,48,8,4.0,17,1.0,7,0,1,5,1,9,7,0,1798,5,40,15,4,1,0,4,2,1,32,68,0,37,16,121,0,0,0,5,71,0,2,11,0,1,16,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3,13,384,2,119,0,0,0,3,3,0,0,0.0,0,0.0,0,0,0,0,0,5,2,2,1802,6,35,19,4,1,0,2,0,1,65938,200.0,Memorial Stadium,Berkeley,CA,73347,Sportexe Momentum,1923,California,905,Sacramento State,825,Pacific-10 Conference,FBS,Big Sky,FCS,1
110062620050903,09/03/2005,110,626,16,Home,46,156,2,35,24,246,1,2,1,4,55,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,21,4,176,4,217,1,0,0,1,0,27,26,4.0,11,2.0,8,0,0,3,0,12,11,0,1989,4,26,18,10,2,1,3,2,0,35,191,4,18,12,158,0,0,0,3,97,0,3,121,1,0,0,0,2,38,0,0,0,0,4,3,5,5,0,0,0,0,0,44,1,45,9,580,5,0,0,2,0,52,28,6.0,32,4.0,25,0,0,2,1,10,6,0,1611,6,50,11,5,1,1,5,3,2,50710,200.0,Qualcomm Stadium,San Diego,CA,71294,Grass,1967,San Diego State,5486,UCLA,905,Mountain West Conference,FBS,Pacific-10 Conference,FBS,0
156015720050903,09/03/2005,156,157,20,Home,29,113,3,33,22,283,0,1,1,1,30,0,2,16,0,0,0,0,4,21,0,0,0,0,3,3,2,2,1,1,0,0,0,31,4,208,7,455,3,0,0,5,2,31,58,4.0,20,1.0,5,2,1,3,0,8,10,1,1652,9,87,10,3,1,1,3,1,1,34,95,1,43,28,291,3,4,0,4,104,0,1,12,0,1,0,0,1,33,0,0,0,0,1,0,4,4,0,0,0,0,0,28,4,181,5,315,4,0,0,1,0,37,26,7.0,29,4.0,20,0,3,1,0,8,12,1,1948,9,73,16,7,2,1,5,4,0,54972,215.0,Folsom Field,Boulder,CO,53245,Grass,1924,Colorado,25354,Colorado State,5486,Big 12 Conference,FBS,Mountain West Conference,FBS,1
193019620050903,09/03/2005,193,196,81,Home,36,103,2,21,17,235,1,0,0,2,49,0,2,53,0,0,0,0,3,1,0,0,0,0,1,1,3,3,0,0,0,0,0,24,5,201,5,237,0,0,0,2,2,44,30,7.0,32,3.0,25,1,1,6,0,3,7,1,1667,9,65,13,6,1,1,3,2,1,43,162,2,30,15,139,0,3,0,5,112,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,5,197,4,162,0,0,0,2,1,39,30,6.0,23,1.0,6,0,2,1,0,11,7,1,1933,2,20,17,9,2,1,4,2,0,35107,184.0,Dowdy Ficklen Stadium,Greenville,NC,43000,Grass,1963,East Carolina,24312,Duke,821,Conference USA,FBS,Atlantic Coast Conference,FBS,1
207063020050903,09/03/2005,207,630,18,Home,45,253,2,36,21,290,2,1,0,4,86,0,2,19,0,0,0,0,1,6,1,0,0,0,0,0,5,5,0,0,0,0,0,35,5,204,6,323,2,1,0,4,2,30,44,6.0,25,4.0,22,0,0,3,0,11,14,2,2033,7,75,15,6,3,2,7,4,0,32,88,1,40,23,372,2,1,0,2,20,0,2,5,0,1,12,0,1,0,0,0,0,0,2,1,3,3,0,0,0,0,0,24,6,247,5,293,1,0,0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,5,17,1,1567,10,79,14,5,0,0,3,1,1,11878,191.0,Spartan Stadium,San Jose,CA,30000,Grass,1933,San Jose State,923,Eastern Washington,825,Western Athletic Conference,FBS,Big Sky,FCS,1
229032820050903,09/03/2005,229,328,51,Home,37,201,2,35,16,177,1,2,1,4,105,0,6,47,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,1,30,6,240,6,390,3,0,0,1,0,38,40,11.0,42,3.0,22,3,2,2,0,11,11,2,1844,5,45,15,7,0,0,3,2,1,37,70,0,28,20,299,3,0,0,3,46,0,1,1,0,0,0,0,2,19,0,0,0,0,0,0,1,1,2,0,0,0,0,19,8,354,4,237,0,0,0,2,1,42,26,1.0,6,1.0,6,2,1,3,0,8,8,0,1756,10,66,15,4,2,2,2,1,0,40930,200.0,Memorial Stadium,Lawrence,KS,50250,AstroPlay,1921,Kansas,25354,Florida Atlantic,818,Big 12 Conference,FBS,Sun Belt Conference,FBS,1
231032720050903,09/03/2005,231,327,52,Home,42,246,2,31,19,161,2,1,0,0,0,0,6,99,0,0,0,0,1,0,0,0,0,0,2,2,3,3,1,1,0,0,0,35,4,107,7,429,4,0,0,4,3,35,10,4.0,8,0.0,0,0,2,4,0,10,10,1,2004,8,55,17,9,0,0,4,3,1,26,82,1,34,17,154,1,1,0,3,55,0,1,40,1,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,7,266,4,260,4,0,0,2,2,45,30,2.0,18,1.0,14,0,3,3,1,4,6,0,1596,7,60,15,5,3,1,2,2,0,43611,197.0,Bill Snyder Family,Manhattan,KS,50300,FieldTurf,1968,Kansas State,25354,Florida International,818,Big 12 Conference,FBS,Sun Belt Conference,FBS,1
255003720050903,09/03/2005,255,37,1,Home,23,50,0,44,22,342,2,4,0,5,117,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,4,152,3,182,0,1,0,2,1,50,24,2.0,12,1.0,9,7,0,7,0,6,18,0,1538,11,86,11,4,1,0,1,1,0,39,139,1,36,17,174,1,1,0,2,36,0,1,10,0,1,7,0,4,61,0,0,0,0,3,3,2,2,0,0,0,0,0,23,5,208,6,322,1,0,0,0,0,48,13,7.0,40,3.0,17,9,2,4,0,10,9,4,2062,8,45,15,7,0,0,4,1,3,87451,220.0,Jordan-Hare Stadium,Auburn,AL,87451,Grass,1939,Auburn,911,Georgia Tech,821,Southeastern Conference,FBS,Atlantic Coast Conference,FBS,0
299031120050903,09/03/2005,299,311,40,Home,41,92,3,41,30,314,1,0,0,4,67,0,4,48,0,0,0,0,2,4,0,0,0,0,2,1,4,3,0,0,1,0,1,32,5,230,6,387,3,0,0,3,2,40,12,11.0,26,3.0,11,0,0,5,1,8,15,2,2074,6,50,15,7,0,0,7,4,1,34,89,0,25,10,222,2,2,0,3,42,0,2,6,0,1,69,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,21,6,203,5,299,1,0,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,5,7,0,1526,7,55,16,6,2,0,0,0,0,44058,192.0,Trice Stadium,Ames,IA,50000,Grass,1975,Iowa State,25354,Illinois State,853,Big 12 Conference,FBS,Gateway Football Conference,FCS,1
